Hour,Date,Location
2,8/16/20,RI20_2
3,8/16/20,RI20_2
4,8/16/20,RI20_2
5,8/16/20,RI20_2
6,8/16/20,RI20_2
7,8/16/20,RI20_2
8,8/16/20,RI20_2
9,8/16/20,RI20_2
10,8/16/20,RI20_2
11,8/16/20,RI20_2
12,8/16/20,RI20_2
13,8/16/20,RI20_2
14,8/16/20,RI20_2
15,8/16/20,RI20_2
16,8/16/20,RI20_2
17,8/16/20,RI20_2
18,8/16/20,RI20_2
19,8/16/20,RI20_2
20,8/16/20,RI20_2
21,8/16/20,RI20_2
22,8/16/20,RI20_2
23,8/16/20,RI20_2
0,8/17/20,RI20_2
1,8/17/20,RI20_2
2,8/17/20,RI20_2
3,8/17/20,RI20_2
4,8/17/20,RI20_2
5,8/17/20,RI20_2
6,8/17/20,RI20_2
7,8/17/20,RI20_2
8,8/17/20,RI20_2
9,8/17/20,RI20_2
10,8/17/20,RI20_2
11,8/17/20,RI20_2
12,8/17/20,RI20_2
13,8/17/20,RI20_2
14,8/17/20,RI20_2
15,8/17/20,RI20_2
16,8/17/20,RI20_2
17,8/17/20,RI20_2
18,8/17/20,RI20_2
19,8/17/20,RI20_2
20,8/17/20,RI20_2
21,8/17/20,RI20_2
22,8/17/20,RI20_2
23,8/17/20,RI20_2
0,8/18/20,RI20_2
1,8/18/20,RI20_2
2,8/18/20,RI20_2
3,8/18/20,RI20_2
4,8/18/20,RI20_2
5,8/18/20,RI20_2
6,8/18/20,RI20_2
7,8/18/20,RI20_2
8,8/18/20,RI20_2
11,8/31/21,RI21
12,8/31/21,RI21
13,8/31/21,RI21
14,8/31/21,RI21
15,8/31/21,RI21
16,8/31/21,RI21
17,8/31/21,RI21
18,8/31/21,RI21
19,8/31/21,RI21
20,8/31/21,RI21
21,8/31/21,RI21
22,8/31/21,RI21
23,8/31/21,RI21
0,9/1/21,RI21
1,9/1/21,RI21
2,9/1/21,RI21
3,9/1/21,RI21
4,9/1/21,RI21
5,9/1/21,RI21
6,9/1/21,RI21
7,9/1/21,RI21
8,9/1/21,RI21
9,9/1/21,RI21
10,9/1/21,RI21
11,9/1/21,RI21
12,9/1/21,RI21
13,9/1/21,RI21
14,9/1/21,RI21
15,9/1/21,RI21
16,9/1/21,RI21
17,9/1/21,RI21
18,9/1/21,RI21
19,9/1/21,RI21
20,9/1/21,RI21
21,9/1/21,RI21
22,9/1/21,RI21
23,9/1/21,RI21
0,9/2/21,RI21
1,9/2/21,RI21
2,9/2/21,RI21
3,9/2/21,RI21
4,9/2/21,RI21
5,9/2/21,RI21
6,9/2/21,RI21
7,9/2/21,RI21
8,9/2/21,RI21
9,9/2/21,RI21
10,9/2/21,RI21
11,9/2/21,RI21
12,9/2/21,RI21
13,9/2/21,RI21
14,9/2/21,RI21
15,9/2/21,RI21
16,9/2/21,RI21
17,9/2/21,RI21
18,9/2/21,RI21
19,9/2/21,RI21
20,9/2/21,RI21
21,9/2/21,RI21
22,9/2/21,RI21
23,9/2/21,RI21
0,9/3/21,RI21
1,9/3/21,RI21
2,9/3/21,RI21
3,9/3/21,RI21
4,9/3/21,RI21
5,9/3/21,RI21
6,9/3/21,RI21
7,9/3/21,RI21
8,9/3/21,RI21
9,9/3/21,RI21
10,9/3/21,RI21
11,9/3/21,RI21
12,9/3/21,RI21
13,9/3/21,RI21
14,9/3/21,RI21
15,9/3/21,RI21
16,9/3/21,RI21
17,9/3/21,RI21
18,9/3/21,RI21
19,9/3/21,RI21
20,9/3/21,RI21
21,9/3/21,RI21
22,9/3/21,RI21
23,9/3/21,RI21
0,9/4/21,RI21
1,9/4/21,RI21
2,9/4/21,RI21
3,9/4/21,RI21
4,9/4/21,RI21
5,9/4/21,RI21
6,9/4/21,RI21
7,9/4/21,RI21
8,9/4/21,RI21
9,9/4/21,RI21
10,9/4/21,RI21
11,9/4/21,RI21
12,9/4/21,RI21
13,9/4/21,RI21
14,9/4/21,RI21
15,9/4/21,RI21
16,9/4/21,RI21
17,9/4/21,RI21
18,9/4/21,RI21
19,9/4/21,RI21
20,9/4/21,RI21
21,9/4/21,RI21
22,9/4/21,RI21
23,9/4/21,RI21
0,9/5/21,RI21
1,9/5/21,RI21
2,9/5/21,RI21
3,9/5/21,RI21
4,9/5/21,RI21
5,9/5/21,RI21
6,9/5/21,RI21
7,9/5/21,RI21
8,9/5/21,RI21
9,9/5/21,RI21
10,9/5/21,RI21
11,9/5/21,RI21
12,9/5/21,RI21
13,9/5/21,RI21
14,9/5/21,RI21
15,9/5/21,RI21
16,9/5/21,RI21
17,9/5/21,RI21
18,9/5/21,RI21
19,9/5/21,RI21
20,9/5/21,RI21
21,9/5/21,RI21
22,9/5/21,RI21
23,9/5/21,RI21
0,9/6/21,RI21
1,9/6/21,RI21
2,9/6/21,RI21
3,9/6/21,RI21
4,9/6/21,RI21
5,9/6/21,RI21
6,9/6/21,RI21
7,9/6/21,RI21
8,9/6/21,RI21
9,9/6/21,RI21
10,9/6/21,RI21
11,9/6/21,RI21
12,9/6/21,RI21
13,9/6/21,RI21
14,9/6/21,RI21
15,9/6/21,RI21
16,9/6/21,RI21
17,9/6/21,RI21
18,9/6/21,RI21
19,9/6/21,RI21
20,9/6/21,RI21
21,9/6/21,RI21
22,9/6/21,RI21
23,9/6/21,RI21
0,9/7/21,RI21
1,9/7/21,RI21
2,9/7/21,RI21
3,9/7/21,RI21
4,9/7/21,RI21
5,9/7/21,RI21
6,9/7/21,RI21
7,9/7/21,RI21
8,9/7/21,RI21
9,9/7/21,RI21
10,9/7/21,RI21
11,9/7/21,RI21
12,9/7/21,RI21
13,9/7/21,RI21
14,9/7/21,RI21
15,9/7/21,RI21
16,9/7/21,RI21
17,9/7/21,RI21
18,9/7/21,RI21
19,9/7/21,RI21
20,9/7/21,RI21
21,9/7/21,RI21
22,9/7/21,RI21
23,9/7/21,RI21
0,9/8/21,RI21
1,9/8/21,RI21
2,9/8/21,RI21
3,9/8/21,RI21
4,9/8/21,RI21
5,9/8/21,RI21
6,9/8/21,RI21
7,9/8/21,RI21
8,9/8/21,RI21
9,9/8/21,RI21
10,9/8/21,RI21
11,9/8/21,RI21
12,9/8/21,RI21
13,9/8/21,RI21
14,9/8/21,RI21
15,9/8/21,RI21
16,9/8/21,RI21
17,9/8/21,RI21
18,9/8/21,RI21
19,9/8/21,RI21
20,9/8/21,RI21
21,9/8/21,RI21
22,9/8/21,RI21
23,9/8/21,RI21
0,9/9/21,RI21
1,9/9/21,RI21
2,9/9/21,RI21
3,9/9/21,RI21
4,9/9/21,RI21
5,9/9/21,RI21
6,9/9/21,RI21
7,9/9/21,RI21
8,9/9/21,RI21
9,9/9/21,RI21
10,9/9/21,RI21
11,9/9/21,RI21
12,9/9/21,RI21
13,9/9/21,RI21
14,9/9/21,RI21
15,9/9/21,RI21
16,9/9/21,RI21
17,9/9/21,RI21
18,9/9/21,RI21
19,9/9/21,RI21
20,9/9/21,RI21
21,9/9/21,RI21
22,9/9/21,RI21
23,9/9/21,RI21
0,9/10/21,RI21
1,9/10/21,RI21
2,9/10/21,RI21
3,9/10/21,RI21
4,9/10/21,RI21
5,9/10/21,RI21
6,9/10/21,RI21
7,9/10/21,RI21
8,9/10/21,RI21
9,9/10/21,RI21
10,9/10/21,RI21
11,9/10/21,RI21
12,9/10/21,RI21
13,9/10/21,RI21
14,9/10/21,RI21
15,9/10/21,RI21
16,9/10/21,RI21
17,9/10/21,RI21
18,9/10/21,RI21
19,9/10/21,RI21
20,9/10/21,RI21
21,9/10/21,RI21
22,9/10/21,RI21
23,9/10/21,RI21
0,9/11/21,RI21
1,9/11/21,RI21
2,9/11/21,RI21
3,9/11/21,RI21
4,9/11/21,RI21
5,9/11/21,RI21
6,9/11/21,RI21
7,9/11/21,RI21
8,9/11/21,RI21
9,9/11/21,RI21
10,9/11/21,RI21
11,9/11/21,RI21
12,9/11/21,RI21
13,9/11/21,RI21
14,9/11/21,RI21
15,9/11/21,RI21
16,9/11/21,RI21
17,9/11/21,RI21
18,9/11/21,RI21
19,9/11/21,RI21
20,9/11/21,RI21
21,9/11/21,RI21
22,9/11/21,RI21
23,9/11/21,RI21
0,9/12/21,RI21
1,9/12/21,RI21
2,9/12/21,RI21
3,9/12/21,RI21
4,9/12/21,RI21
5,9/12/21,RI21
6,9/12/21,RI21
7,9/12/21,RI21
8,9/12/21,RI21
9,9/12/21,RI21
10,9/12/21,RI21
11,9/12/21,RI21
12,9/12/21,RI21
13,9/12/21,RI21
14,9/12/21,RI21
15,9/12/21,RI21
16,9/12/21,RI21
17,9/12/21,RI21
18,9/12/21,RI21
19,9/12/21,RI21
20,9/12/21,RI21
21,9/12/21,RI21
22,9/12/21,RI21
23,9/12/21,RI21
0,9/13/21,RI21
1,9/13/21,RI21
2,9/13/21,RI21
3,9/13/21,RI21
4,9/13/21,RI21
5,9/13/21,RI21
6,9/13/21,RI21
7,9/13/21,RI21
8,9/13/21,RI21
9,9/13/21,RI21
10,9/13/21,RI21
11,9/13/21,RI21
12,9/13/21,RI21
13,9/13/21,RI21
14,9/13/21,RI21
15,9/13/21,RI21
16,9/13/21,RI21
17,9/13/21,RI21
18,9/13/21,RI21
19,9/13/21,RI21
20,9/13/21,RI21
21,9/13/21,RI21
22,9/13/21,RI21
23,9/13/21,RI21
0,9/14/21,RI21
1,9/14/21,RI21
2,9/14/21,RI21
3,9/14/21,RI21
4,9/14/21,RI21
5,9/14/21,RI21
6,9/14/21,RI21
7,9/14/21,RI21
8,9/14/21,RI21
9,9/14/21,RI21
10,9/14/21,RI21
11,9/14/21,RI21
12,9/14/21,RI21
13,9/14/21,RI21
14,9/14/21,RI21
15,9/14/21,RI21
16,9/14/21,RI21
17,9/14/21,RI21
18,9/14/21,RI21
19,9/14/21,RI21
20,9/14/21,RI21
21,9/14/21,RI21
22,9/14/21,RI21
23,9/14/21,RI21
0,9/15/21,RI21
1,9/15/21,RI21
2,9/15/21,RI21
3,9/15/21,RI21
4,9/15/21,RI21
5,9/15/21,RI21
6,9/15/21,RI21
7,9/15/21,RI21
8,9/15/21,RI21
9,9/15/21,RI21
10,9/15/21,RI21
11,9/15/21,RI21
12,9/15/21,RI21
13,9/15/21,RI21
14,9/15/21,RI21
15,9/15/21,RI21
16,9/15/21,RI21
17,9/15/21,RI21
18,9/15/21,RI21
19,9/15/21,RI21
20,9/15/21,RI21
21,9/15/21,RI21
22,9/15/21,RI21
23,9/15/21,RI21
0,9/16/21,RI21
1,9/16/21,RI21
2,9/16/21,RI21
3,9/16/21,RI21
4,9/16/21,RI21
5,9/16/21,RI21
6,9/16/21,RI21
7,9/16/21,RI21
8,9/16/21,RI21
9,9/16/21,RI21
10,9/16/21,RI21
11,9/16/21,RI21
12,9/16/21,RI21
13,9/16/21,RI21
14,9/16/21,RI21
15,9/16/21,RI21
16,9/16/21,RI21
17,9/16/21,RI21
18,9/16/21,RI21
19,9/16/21,RI21
20,9/16/21,RI21
21,9/16/21,RI21
22,9/16/21,RI21
23,9/16/21,RI21
0,9/17/21,RI21
1,9/17/21,RI21
2,9/17/21,RI21
3,9/17/21,RI21
4,9/17/21,RI21
5,9/17/21,RI21
6,9/17/21,RI21
7,9/17/21,RI21
8,9/17/21,RI21
9,9/17/21,RI21
10,9/17/21,RI21
11,9/17/21,RI21
12,9/17/21,RI21
13,9/17/21,RI21
14,9/17/21,RI21
15,9/17/21,RI21
16,9/17/21,RI21
17,9/17/21,RI21
18,9/17/21,RI21
19,9/17/21,RI21
20,9/17/21,RI21
21,9/17/21,RI21
22,9/17/21,RI21
23,9/17/21,RI21
0,9/18/21,RI21
1,9/18/21,RI21
2,9/18/21,RI21
3,9/18/21,RI21
4,9/18/21,RI21
5,9/18/21,RI21
6,9/18/21,RI21
7,9/18/21,RI21
8,9/18/21,RI21
9,9/18/21,RI21
10,9/18/21,RI21
11,9/18/21,RI21
12,9/18/21,RI21
13,9/18/21,RI21
14,9/18/21,RI21
15,9/18/21,RI21
16,9/18/21,RI21
17,9/18/21,RI21
18,9/18/21,RI21
19,9/18/21,RI21
20,9/18/21,RI21
21,9/18/21,RI21
22,9/18/21,RI21
23,9/18/21,RI21
0,9/19/21,RI21
1,9/19/21,RI21
2,9/19/21,RI21
3,9/19/21,RI21
4,9/19/21,RI21
5,9/19/21,RI21
6,9/19/21,RI21
7,9/19/21,RI21
8,9/19/21,RI21
9,9/19/21,RI21
10,9/19/21,RI21
11,9/19/21,RI21
12,9/19/21,RI21
13,9/19/21,RI21
14,9/19/21,RI21
15,9/19/21,RI21
16,9/19/21,RI21
17,9/19/21,RI21
18,9/19/21,RI21
19,9/19/21,RI21
20,9/19/21,RI21
21,9/19/21,RI21
22,9/19/21,RI21
23,9/19/21,RI21
0,9/20/21,RI21
1,9/20/21,RI21
2,9/20/21,RI21
3,9/20/21,RI21
4,9/20/21,RI21
5,9/20/21,RI21
6,9/20/21,RI21
7,9/20/21,RI21
8,9/20/21,RI21
9,9/20/21,RI21
10,9/20/21,RI21
11,9/20/21,RI21
12,9/20/21,RI21
13,9/20/21,RI21
14,9/20/21,RI21
15,9/20/21,RI21
16,9/20/21,RI21
17,9/20/21,RI21
18,9/20/21,RI21
19,9/20/21,RI21
20,9/20/21,RI21
21,9/20/21,RI21
22,9/20/21,RI21
23,9/20/21,RI21
0,9/21/21,RI21
1,9/21/21,RI21
2,9/21/21,RI21
3,9/21/21,RI21
4,9/21/21,RI21
5,9/21/21,RI21
6,9/21/21,RI21
7,9/21/21,RI21
8,9/21/21,RI21
9,9/21/21,RI21
10,9/21/21,RI21
11,9/21/21,RI21
12,9/21/21,RI21
13,9/21/21,RI21
14,9/21/21,RI21
15,9/21/21,RI21
16,9/21/21,RI21
17,9/21/21,RI21
18,9/21/21,RI21
19,9/21/21,RI21
20,9/21/21,RI21
21,9/21/21,RI21
22,9/21/21,RI21
23,9/21/21,RI21
0,9/22/21,RI21
1,9/22/21,RI21
2,9/22/21,RI21
3,9/22/21,RI21
4,9/22/21,RI21
5,9/22/21,RI21
6,9/22/21,RI21
7,9/22/21,RI21
8,9/22/21,RI21
9,9/22/21,RI21
10,9/22/21,RI21
11,9/22/21,RI21
12,9/22/21,RI21
13,9/22/21,RI21
14,9/22/21,RI21
15,9/22/21,RI21
16,9/22/21,RI21
17,9/22/21,RI21
18,9/22/21,RI21
19,9/22/21,RI21
20,9/22/21,RI21
21,9/22/21,RI21
22,9/22/21,RI21
23,9/22/21,RI21
0,9/23/21,RI21
1,9/23/21,RI21
2,9/23/21,RI21
3,9/23/21,RI21
4,9/23/21,RI21
5,9/23/21,RI21
6,9/23/21,RI21
7,9/23/21,RI21
8,9/23/21,RI21
9,9/23/21,RI21
10,9/23/21,RI21
11,9/23/21,RI21
12,9/23/21,RI21
13,9/23/21,RI21
14,9/23/21,RI21
15,9/23/21,RI21
16,9/23/21,RI21
17,9/23/21,RI21
18,9/23/21,RI21
19,9/23/21,RI21
20,9/23/21,RI21
21,9/23/21,RI21
22,9/23/21,RI21
23,9/23/21,RI21
0,9/24/21,RI21
1,9/24/21,RI21
2,9/24/21,RI21
3,9/24/21,RI21
4,9/24/21,RI21
5,9/24/21,RI21
6,9/24/21,RI21
7,9/24/21,RI21
8,9/24/21,RI21
9,9/24/21,RI21
10,9/24/21,RI21
11,9/24/21,RI21
12,9/24/21,RI21
13,9/24/21,RI21
14,9/24/21,RI21
15,9/24/21,RI21
16,9/24/21,RI21
17,9/24/21,RI21
18,9/24/21,RI21
19,9/24/21,RI21
20,9/24/21,RI21
21,9/24/21,RI21
22,9/24/21,RI21
23,9/24/21,RI21
0,9/25/21,RI21
1,9/25/21,RI21
2,9/25/21,RI21
3,9/25/21,RI21
4,9/25/21,RI21
5,9/25/21,RI21
6,9/25/21,RI21
7,9/25/21,RI21
8,9/25/21,RI21
9,9/25/21,RI21
10,9/25/21,RI21
11,9/25/21,RI21
12,9/25/21,RI21
13,9/25/21,RI21
14,9/25/21,RI21
15,9/25/21,RI21
16,9/25/21,RI21
17,9/25/21,RI21
18,9/25/21,RI21
19,9/25/21,RI21
20,9/25/21,RI21
21,9/25/21,RI21
22,9/25/21,RI21
23,9/25/21,RI21
0,9/26/21,RI21
1,9/26/21,RI21
2,9/26/21,RI21
3,9/26/21,RI21
4,9/26/21,RI21
5,9/26/21,RI21
6,9/26/21,RI21
7,9/26/21,RI21
8,9/26/21,RI21
9,9/26/21,RI21
10,9/26/21,RI21
11,9/26/21,RI21
12,9/26/21,RI21
13,9/26/21,RI21
14,9/26/21,RI21
15,9/26/21,RI21
16,9/26/21,RI21
17,9/26/21,RI21
18,9/26/21,RI21
19,9/26/21,RI21
20,9/26/21,RI21
21,9/26/21,RI21
22,9/26/21,RI21
23,9/26/21,RI21
0,9/27/21,RI21
1,9/27/21,RI21
2,9/27/21,RI21
3,9/27/21,RI21
4,9/27/21,RI21
5,9/27/21,RI21
6,9/27/21,RI21
7,9/27/21,RI21
8,9/27/21,RI21
9,9/27/21,RI21
10,9/27/21,RI21
11,9/27/21,RI21
12,9/27/21,RI21
13,9/27/21,RI21
14,9/27/21,RI21
15,9/27/21,RI21
16,9/27/21,RI21
17,9/27/21,RI21
18,9/27/21,RI21
19,9/27/21,RI21
20,9/27/21,RI21
21,9/27/21,RI21
22,9/27/21,RI21
23,9/27/21,RI21
0,9/28/21,RI21
1,9/28/21,RI21
2,9/28/21,RI21
3,9/28/21,RI21
4,9/28/21,RI21
5,9/28/21,RI21
6,9/28/21,RI21
7,9/28/21,RI21
8,9/28/21,RI21
9,9/28/21,RI21
10,9/28/21,RI21
11,9/28/21,RI21
12,9/28/21,RI21
13,9/28/21,RI21
14,9/28/21,RI21
15,9/28/21,RI21
16,9/28/21,RI21
17,9/28/21,RI21
18,9/28/21,RI21
19,9/28/21,RI21
20,9/28/21,RI21
21,9/28/21,RI21
22,9/28/21,RI21
23,9/28/21,RI21
0,9/29/21,RI21
1,9/29/21,RI21
2,9/29/21,RI21
3,9/29/21,RI21
4,9/29/21,RI21
5,9/29/21,RI21
6,9/29/21,RI21
7,9/29/21,RI21
8,9/29/21,RI21
9,9/29/21,RI21
10,9/29/21,RI21
11,9/29/21,RI21
12,9/29/21,RI21
13,9/29/21,RI21
14,9/29/21,RI21
15,9/29/21,RI21
16,9/29/21,RI21
17,9/29/21,RI21
18,9/29/21,RI21
19,9/29/21,RI21
20,9/29/21,RI21
21,9/29/21,RI21
22,9/29/21,RI21
23,9/29/21,RI21
0,9/30/21,RI21
1,9/30/21,RI21
2,9/30/21,RI21
3,9/30/21,RI21
4,9/30/21,RI21
5,9/30/21,RI21
6,9/30/21,RI21
7,9/30/21,RI21
8,9/30/21,RI21
9,9/30/21,RI21
10,9/30/21,RI21
11,9/30/21,RI21
12,9/30/21,RI21
13,9/30/21,RI21
14,9/30/21,RI21
15,9/30/21,RI21
16,9/30/21,RI21
17,9/30/21,RI21
18,9/30/21,RI21
19,9/30/21,RI21
20,9/30/21,RI21
21,9/30/21,RI21
22,9/30/21,RI21
23,9/30/21,RI21
0,10/1/21,RI21
1,10/1/21,RI21
2,10/1/21,RI21
3,10/1/21,RI21
4,10/1/21,RI21
5,10/1/21,RI21
6,10/1/21,RI21
7,10/1/21,RI21
8,10/1/21,RI21
9,10/1/21,RI21
10,10/1/21,RI21
11,10/1/21,RI21
12,10/1/21,RI21
13,10/1/21,RI21
14,10/1/21,RI21
15,10/1/21,RI21
16,10/1/21,RI21
17,10/1/21,RI21
18,10/1/21,RI21
19,10/1/21,RI21
20,10/1/21,RI21
21,10/1/21,RI21
22,10/1/21,RI21
23,10/1/21,RI21
0,10/2/21,RI21
1,10/2/21,RI21
2,10/2/21,RI21
3,10/2/21,RI21
4,10/2/21,RI21
5,10/2/21,RI21
6,10/2/21,RI21
7,10/2/21,RI21
8,10/2/21,RI21
9,10/2/21,RI21
10,10/2/21,RI21
11,10/2/21,RI21
12,10/2/21,RI21
13,10/2/21,RI21
14,10/2/21,RI21
15,10/2/21,RI21
16,10/2/21,RI21
17,10/2/21,RI21
18,10/2/21,RI21
19,10/2/21,RI21
20,10/2/21,RI21
21,10/2/21,RI21
22,10/2/21,RI21
23,10/2/21,RI21
0,10/3/21,RI21
1,10/3/21,RI21
2,10/3/21,RI21
3,10/3/21,RI21
4,10/3/21,RI21
5,10/3/21,RI21
6,10/3/21,RI21
7,10/3/21,RI21
8,10/3/21,RI21
9,10/3/21,RI21
10,10/3/21,RI21
11,10/3/21,RI21
12,10/3/21,RI21
13,10/3/21,RI21
14,10/3/21,RI21
15,10/3/21,RI21
16,10/3/21,RI21
17,10/3/21,RI21
18,10/3/21,RI21
19,10/3/21,RI21
20,10/3/21,RI21
21,10/3/21,RI21
22,10/3/21,RI21
23,10/3/21,RI21
0,10/4/21,RI21
1,10/4/21,RI21
2,10/4/21,RI21
3,10/4/21,RI21
4,10/4/21,RI21
5,10/4/21,RI21
6,10/4/21,RI21
7,10/4/21,RI21
8,10/4/21,RI21
9,10/4/21,RI21
10,10/4/21,RI21
11,10/4/21,RI21
12,10/4/21,RI21
13,10/4/21,RI21
14,10/4/21,RI21
15,10/4/21,RI21
16,10/4/21,RI21
17,10/4/21,RI21
18,10/4/21,RI21
19,10/4/21,RI21
20,10/4/21,RI21
21,10/4/21,RI21
22,10/4/21,RI21
23,10/4/21,RI21
0,10/5/21,RI21
1,10/5/21,RI21
2,10/5/21,RI21
3,10/5/21,RI21
4,10/5/21,RI21
5,10/5/21,RI21
6,10/5/21,RI21
7,10/5/21,RI21
8,10/5/21,RI21
9,10/5/21,RI21
10,10/5/21,RI21
11,10/5/21,RI21
12,10/5/21,RI21
13,10/5/21,RI21
14,10/5/21,RI21
15,10/5/21,RI21
16,10/5/21,RI21
17,10/5/21,RI21
18,10/5/21,RI21
19,10/5/21,RI21
20,10/5/21,RI21
21,10/5/21,RI21
22,10/5/21,RI21
23,10/5/21,RI21
0,10/6/21,RI21
1,10/6/21,RI21
2,10/6/21,RI21
3,10/6/21,RI21
4,10/6/21,RI21
5,10/6/21,RI21
6,10/6/21,RI21
7,10/6/21,RI21
8,10/6/21,RI21
9,10/6/21,RI21
10,10/6/21,RI21
11,10/6/21,RI21
12,10/6/21,RI21
13,10/6/21,RI21
14,10/6/21,RI21
15,10/6/21,RI21
16,10/6/21,RI21
17,10/6/21,RI21
18,10/6/21,RI21
19,10/6/21,RI21
20,10/6/21,RI21
21,10/6/21,RI21
22,10/6/21,RI21
23,10/6/21,RI21
0,10/7/21,RI21
1,10/7/21,RI21
2,10/7/21,RI21
3,10/7/21,RI21
4,10/7/21,RI21
5,10/7/21,RI21
6,10/7/21,RI21
7,10/7/21,RI21
8,10/7/21,RI21
9,10/7/21,RI21
10,10/7/21,RI21
11,10/7/21,RI21
12,10/7/21,RI21
13,10/7/21,RI21
14,10/7/21,RI21
15,10/7/21,RI21
16,10/7/21,RI21
17,10/7/21,RI21
18,10/7/21,RI21
19,10/7/21,RI21
20,10/7/21,RI21
21,10/7/21,RI21
22,10/7/21,RI21
23,10/7/21,RI21
0,10/8/21,RI21
1,10/8/21,RI21
2,10/8/21,RI21
3,10/8/21,RI21
4,10/8/21,RI21
5,10/8/21,RI21
6,10/8/21,RI21
7,10/8/21,RI21
8,10/8/21,RI21
9,10/8/21,RI21
10,10/8/21,RI21
11,10/8/21,RI21
12,10/8/21,RI21
13,10/8/21,RI21
14,10/8/21,RI21
15,10/8/21,RI21
16,10/8/21,RI21
17,10/8/21,RI21
18,10/8/21,RI21
19,10/8/21,RI21
20,10/8/21,RI21
21,10/8/21,RI21
22,10/8/21,RI21
23,10/8/21,RI21
0,10/9/21,RI21
1,10/9/21,RI21
2,10/9/21,RI21
3,10/9/21,RI21
4,10/9/21,RI21
5,10/9/21,RI21
6,10/9/21,RI21
7,10/9/21,RI21
8,10/9/21,RI21
9,10/9/21,RI21
10,10/9/21,RI21
11,10/9/21,RI21
12,10/9/21,RI21
13,10/9/21,RI21
14,10/9/21,RI21
15,10/9/21,RI21
16,10/9/21,RI21
17,10/9/21,RI21
18,10/9/21,RI21
19,10/9/21,RI21
20,10/9/21,RI21
21,10/9/21,RI21
22,10/9/21,RI21
23,10/9/21,RI21
0,10/10/21,RI21
1,10/10/21,RI21
2,10/10/21,RI21
3,10/10/21,RI21
4,10/10/21,RI21
5,10/10/21,RI21
6,10/10/21,RI21
7,10/10/21,RI21
8,10/10/21,RI21
9,10/10/21,RI21
10,10/10/21,RI21
11,10/10/21,RI21
12,10/10/21,RI21
13,10/10/21,RI21
14,10/10/21,RI21
15,10/10/21,RI21
16,10/10/21,RI21
17,10/10/21,RI21
18,10/10/21,RI21
19,10/10/21,RI21
20,10/10/21,RI21
21,10/10/21,RI21
22,10/10/21,RI21
23,10/10/21,RI21
0,10/11/21,RI21
1,10/11/21,RI21
2,10/11/21,RI21
3,10/11/21,RI21
4,10/11/21,RI21
5,10/11/21,RI21
6,10/11/21,RI21
7,10/11/21,RI21
8,10/11/21,RI21
9,10/11/21,RI21
10,10/11/21,RI21
11,10/11/21,RI21
12,10/11/21,RI21
13,10/11/21,RI21
14,10/11/21,RI21
15,10/11/21,RI21
16,10/11/21,RI21
17,10/11/21,RI21
18,10/11/21,RI21
19,10/11/21,RI21
20,10/11/21,RI21
21,10/11/21,RI21
22,10/11/21,RI21
23,10/11/21,RI21
0,10/12/21,RI21
1,10/12/21,RI21
2,10/12/21,RI21
3,10/12/21,RI21
4,10/12/21,RI21
5,10/12/21,RI21
6,10/12/21,RI21
7,10/12/21,RI21
8,10/12/21,RI21
9,10/12/21,RI21
10,10/12/21,RI21
11,10/12/21,RI21
12,10/12/21,RI21
13,10/12/21,RI21
14,10/12/21,RI21
15,10/12/21,RI21
16,10/12/21,RI21
17,10/12/21,RI21
18,10/12/21,RI21
19,10/12/21,RI21
20,10/12/21,RI21
21,10/12/21,RI21
22,10/12/21,RI21
23,10/12/21,RI21
0,10/13/21,RI21
1,10/13/21,RI21
2,10/13/21,RI21
3,10/13/21,RI21
4,10/13/21,RI21
5,10/13/21,RI21
6,10/13/21,RI21
7,10/13/21,RI21
8,10/13/21,RI21
9,10/13/21,RI21
10,10/13/21,RI21
11,10/13/21,RI21
12,10/13/21,RI21
13,10/13/21,RI21
14,10/13/21,RI21
15,10/13/21,RI21
16,10/13/21,RI21
17,10/13/21,RI21
18,10/13/21,RI21
19,10/13/21,RI21
20,10/13/21,RI21
21,10/13/21,RI21
22,10/13/21,RI21
23,10/13/21,RI21
0,10/14/21,RI21
1,10/14/21,RI21
2,10/14/21,RI21
3,10/14/21,RI21
4,10/14/21,RI21
5,10/14/21,RI21
6,10/14/21,RI21
7,10/14/21,RI21
8,10/14/21,RI21
9,10/14/21,RI21
10,10/14/21,RI21
11,10/14/21,RI21
12,10/14/21,RI21
13,10/14/21,RI21
14,10/14/21,RI21
15,10/14/21,RI21
16,10/14/21,RI21
17,10/14/21,RI21
18,10/14/21,RI21
19,10/14/21,RI21
20,10/14/21,RI21
21,10/14/21,RI21
22,10/14/21,RI21
23,10/14/21,RI21
0,10/15/21,RI21
1,10/15/21,RI21
2,10/15/21,RI21
3,10/15/21,RI21
4,10/15/21,RI21
5,10/15/21,RI21
6,10/15/21,RI21
7,10/15/21,RI21
8,10/15/21,RI21
9,10/15/21,RI21
10,10/15/21,RI21
11,10/15/21,RI21
12,10/15/21,RI21
13,10/15/21,RI21
14,10/15/21,RI21
15,10/15/21,RI21
16,10/15/21,RI21
17,10/15/21,RI21
18,10/15/21,RI21
19,10/15/21,RI21
20,10/15/21,RI21
21,10/15/21,RI21
22,10/15/21,RI21
23,10/15/21,RI21
0,10/16/21,RI21
1,10/16/21,RI21
2,10/16/21,RI21
3,10/16/21,RI21
4,10/16/21,RI21
5,10/16/21,RI21
6,10/16/21,RI21
7,10/16/21,RI21
