Hour,Date,Location
2,9/9/23,Kala
3,9/9/23,Kala
4,9/9/23,Kala
5,9/9/23,Kala
6,9/9/23,Kala
7,9/9/23,Kala
8,9/9/23,Kala
9,9/9/23,Kala
10,9/9/23,Kala
11,9/9/23,Kala
12,9/9/23,Kala
13,9/9/23,Kala
14,9/9/23,Kala
15,9/9/23,Kala
16,9/9/23,Kala
17,9/9/23,Kala
18,9/9/23,Kala
19,9/9/23,Kala
20,9/9/23,Kala
21,9/9/23,Kala
22,9/9/23,Kala
23,9/9/23,Kala
0,9/10/23,Kala
1,9/10/23,Kala
2,9/10/23,Kala
3,9/10/23,Kala
4,9/10/23,Kala
5,9/10/23,Kala
6,9/10/23,Kala
7,9/10/23,Kala
8,9/10/23,Kala
9,9/10/23,Kala
10,9/10/23,Kala
11,9/10/23,Kala
12,9/10/23,Kala
13,9/10/23,Kala
14,9/10/23,Kala
15,9/10/23,Kala
16,9/10/23,Kala
17,9/10/23,Kala
18,9/10/23,Kala
19,9/10/23,Kala
20,9/10/23,Kala
21,9/10/23,Kala
22,9/10/23,Kala
23,9/10/23,Kala
0,9/11/23,Kala
1,9/11/23,Kala
2,9/11/23,Kala
3,9/11/23,Kala
4,9/11/23,Kala
5,9/11/23,Kala
6,9/11/23,Kala
7,9/11/23,Kala
8,9/11/23,Kala
9,9/11/23,Kala
10,9/11/23,Kala
11,9/11/23,Kala
12,9/11/23,Kala
13,9/11/23,Kala
14,9/11/23,Kala
15,9/11/23,Kala
16,9/11/23,Kala
17,9/11/23,Kala
18,9/11/23,Kala
19,9/11/23,Kala
20,9/11/23,Kala
21,9/11/23,Kala
22,9/11/23,Kala
23,9/11/23,Kala
0,9/12/23,Kala
1,9/12/23,Kala
2,9/12/23,Kala
3,9/12/23,Kala
4,9/12/23,Kala
5,9/12/23,Kala
6,9/12/23,Kala
7,9/12/23,Kala
8,9/12/23,Kala
9,9/12/23,Kala
10,9/12/23,Kala
11,9/12/23,Kala
12,9/12/23,Kala
13,9/12/23,Kala
14,9/12/23,Kala
15,9/12/23,Kala
16,9/12/23,Kala
17,9/12/23,Kala
18,9/12/23,Kala
19,9/12/23,Kala
20,9/12/23,Kala
21,9/12/23,Kala
22,9/12/23,Kala
23,9/12/23,Kala
0,9/13/23,Kala
1,9/13/23,Kala
2,9/13/23,Kala
3,9/13/23,Kala
4,9/13/23,Kala
5,9/13/23,Kala
6,9/13/23,Kala
7,9/13/23,Kala
8,9/13/23,Kala
9,9/13/23,Kala
10,9/13/23,Kala
11,9/13/23,Kala
12,9/13/23,Kala
13,9/13/23,Kala
14,9/13/23,Kala
15,9/13/23,Kala
16,9/13/23,Kala
17,9/13/23,Kala
18,9/13/23,Kala
19,9/13/23,Kala
20,9/13/23,Kala
21,9/13/23,Kala
22,9/13/23,Kala
23,9/13/23,Kala
0,9/14/23,Kala
1,9/14/23,Kala
2,9/14/23,Kala
3,9/14/23,Kala
4,9/14/23,Kala
5,9/14/23,Kala
6,9/14/23,Kala
7,9/14/23,Kala
8,9/14/23,Kala
9,9/14/23,Kala
10,9/14/23,Kala
11,9/14/23,Kala
12,9/14/23,Kala
13,9/14/23,Kala
14,9/14/23,Kala
15,9/14/23,Kala
16,9/14/23,Kala
17,9/14/23,Kala
18,9/14/23,Kala
19,9/14/23,Kala
20,9/14/23,Kala
21,9/14/23,Kala
22,9/14/23,Kala
23,9/14/23,Kala
0,9/15/23,Kala
1,9/15/23,Kala
2,9/15/23,Kala
3,9/15/23,Kala
4,9/15/23,Kala
5,9/15/23,Kala
6,9/15/23,Kala
7,9/15/23,Kala
8,9/15/23,Kala
9,9/15/23,Kala
