Location,Year,VocalType,DeltaTime,Dur90,Freq5,Freq25,CenterFreq,Freq75,Freq95,BW50,BW90,PeakFreq,AvgPower,PeakPower,AggEntropy,RMSAmp,SNRNIST,Harmonics,Whoops/Bout
RI,2020,Whoop,0.1109,0.0684,164.062,234.375,246.094,269.531,386.719,35.156,222.656,246.094,-90.05,-56.42,4.162,66.08,20.16,0,2
RI,2020,Whoop,0.164,0.077,187.5,234.375,257.812,339.844,503.906,105.469,316.406,234.375,-98.69,-63.87,4.392,24.385,24.67,0,2
RI,2020,Whoop,0.1361,0.0684,175.781,199.219,234.375,292.969,421.875,93.75,246.094,187.5,-93.99,-61.03,4.207,41.989,24.58,0,5
RI,2021,GrowlRumbleWhoop,4.4727,3.8912,93.75,175.781,234.375,292.969,503.906,117.188,410.156,164.062,-107.77,-67.29,5.048,8.568,28.68,0,
RI,2021,MoanWhoop,1.3487,1.1374,35.156,105.469,164.062,339.844,539.062,234.375,503.906,351.562,-105.06,-66.61,5.177,11.702,27.35,2,
RI,2021,MoanGrowlRumbleWhoop,2.6876,2.4459,70.312,234.375,363.281,457.031,597.656,222.656,527.344,550.781,-106.45,-66.33,5.535,9.989,27.27,3,
RI,2021,MoanGrowl,4.2694,2.6084,70.312,257.812,375,398.438,503.906,140.625,433.594,375,-102.49,-62.07,4.807,15.754,25.6,3,
RI,2021,GrowlRumble,1.5967,1.2058,46.875,128.906,234.375,269.531,410.156,140.625,363.281,269.531,-105.51,-69.39,4.96,11.128,25.96,0,
RI,2021,GrowlRumbleWhoop,1.3041,1.069,93.75,105.469,199.219,234.375,386.719,128.906,292.969,105.469,-106.04,-66.64,4.627,10.453,26.48,0,
RI,2021,MoanGrowl,3.6297,3.3524,70.312,93.75,328.125,375,468.75,281.25,398.438,93.75,-98.02,-61.33,4.892,26.323,23.42,6,
RI,2021,MoanWhoop,3.2826,2.5998,35.156,46.875,82.031,128.906,410.156,82.031,375,58.594,-106.56,-64.91,4.455,9.856,26.03,5,
RI,2021,Croak,0.5859,0.4276,93.75,222.656,257.812,281.25,351.562,58.594,257.812,269.531,-99.51,-61.65,4.391,22.276,24.29,0,
RI,2021,Croak,0.4404,0.3677,0,35.156,339.844,738.281,937.5,703.125,937.5,0,-117.38,-84.71,5.872,2.85,29.11,0,
RI,2021,Croak,0.4014,0.2908,93.75,257.812,304.688,351.562,492.188,93.75,398.438,363.281,-104.56,-69.63,4.821,12.423,25.43,0,
RI,2021,Croak,0.5279,0.3164,105.469,281.25,339.844,363.281,410.156,82.031,304.688,363.281,-105.17,-66.71,4.528,11.597,26.62,0,
RI,2021,Croak,0.3299,0.1368,175.781,187.5,222.656,246.094,339.844,58.594,164.062,187.5,-94.71,-58.19,3.636,38.328,22.74,0,
RI,2021,Croak,0.3024,0.1967,175.781,222.656,304.688,316.406,351.562,93.75,175.781,316.406,-99.83,-65.5,3.986,21.579,24.37,0,
RI,2021,Croak,0.5279,0.2993,140.625,210.938,246.094,316.406,375,105.469,234.375,234.375,-97.16,-63.45,4.476,29.169,22.82,0,
RI,2021,Croak,0.2365,0.1454,105.469,152.344,246.094,292.969,398.438,140.625,292.969,246.094,-97.32,-64.43,4.608,28.793,23.03,0,
RI,2021,Croak,0.3904,0.2224,58.594,210.938,222.656,292.969,351.562,82.031,292.969,222.656,-98.66,-61.41,3.821,24.368,21.96,0,
RI,2021,Growl,1.8169,1.5992,11.719,175.781,234.375,246.094,386.719,70.312,375,234.375,-103.35,-64.05,4.403,14.291,25.2,0,
RI,2021,Growl,0.5956,0.4276,93.75,222.656,257.812,281.25,351.562,58.594,257.812,269.531,-99.57,-61.71,4.389,22.103,24.37,0,
RI,2021,Growl,1.5117,0.5901,105.469,199.219,222.656,281.25,328.125,82.031,222.656,281.25,-100.01,-60.82,4.29,20.97,25.93,0,
RI,2021,Growl,1.4297,1.0519,93.75,210.938,257.812,351.562,503.906,140.625,410.156,363.281,-107.2,-73.04,5.08,9.153,26.58,0,
RI,2021,Growl,2.669,2.2663,93.75,269.531,316.406,363.281,597.656,93.75,503.906,304.688,-104.94,-69.32,5.07,11.874,26.14,0,
RI,2021,Growl,3.2107,2.8051,93.75,234.375,316.406,363.281,527.344,128.906,433.594,339.844,-106.6,-67.83,5.114,9.822,25.35,0,
RI,2021,Growl,0.6139,0.3335,210.938,246.094,304.688,328.125,363.281,82.031,152.344,304.688,-96.14,-58.91,3.935,32.555,21.53,0,
RI,2021,Growl,3.0669,2.6854,11.719,199.219,222.656,316.406,386.719,117.188,375,210.938,-106.99,-71.29,4.614,9.378,26.35,0,
RI,2021,Growl,3.6484,2.8906,11.719,210.938,316.406,351.562,503.906,140.625,492.188,339.844,-106.06,-62.46,4.728,10.439,26.56,0,
RI,2021,Growl,2.7186,2.292,187.5,210.938,281.25,386.719,574.219,175.781,386.719,210.938,-104.47,-67.17,5.159,12.54,26.05,0,
RI,2021,Growl,3.7454,3.0531,164.062,210.938,234.375,257.812,351.562,46.875,187.5,222.656,-101.04,-65.78,4.186,18.614,23.47,0,
RI,2021,Growl,1.3173,0.3763,175.781,210.938,222.656,234.375,328.125,23.438,152.344,222.656,-98.09,-54.75,3.595,26.125,25.81,0,
RI,2021,Growl,0.6328,0.2993,140.625,210.938,246.094,316.406,375,105.469,234.375,234.375,-97.9,-63.42,4.5,26.696,23.77,0,
RI,2021,Moan,0.5193,0.3848,35.156,70.312,93.75,199.219,820.312,128.906,785.156,70.312,-109.45,-74.19,4.777,7.029,28.27,7,
RI,2021,Moan,0.3597,0.2822,35.156,70.312,105.469,140.625,750,70.312,714.844,105.469,-106.51,-73.93,4.497,9.858,26.33,7,
RI,2021,Moan,0.2833,0.1625,35.156,70.312,93.75,117.188,246.094,46.875,210.938,105.469,-102.82,-67,3.958,15.135,26.43,6,
RI,2021,Moan,0.3378,0.2138,46.875,58.594,82.031,93.75,164.062,35.156,117.188,82.031,-104,-68.75,3.443,13.31,26.63,6,
RI,2021,Rumble,1.1627,1.0605,35.156,70.312,93.75,152.344,445.312,82.031,410.156,93.75,-106.55,-73.55,4.426,9.879,26.45,0,
RI,2021,Whoop,0.1636,0.0941,105.469,164.062,187.5,199.219,316.406,35.156,210.938,187.5,-102.57,-66.87,3.964,15.578,24.55,0,3
RI,2021,Whoop,0.1226,0.077,82.031,164.062,187.5,234.375,339.844,70.312,257.812,187.5,-106.35,-72.99,4.383,10.337,26.3,0,3
RI,2021,Whoop,0.1299,0.0513,234.375,281.25,339.844,386.719,433.594,105.469,199.219,398.438,-90.93,-59.99,4.527,59.21,21.87,0,7
RI,2021,Whoop,0.1561,0.0684,234.375,292.969,375,421.875,574.219,128.906,339.844,386.719,-88.85,-57.67,4.912,75.185,21.72,0,7
RI,2021,Whoop,0.1669,0.0941,210.938,292.969,375,421.875,632.812,128.906,421.875,375,-90.6,-58.87,5.109,61.072,20.5,0,7
RI,2021,Whoop,0.1605,0.1026,246.094,316.406,351.562,410.156,468.75,93.75,222.656,421.875,-87.81,-56.83,4.426,85.938,19.09,0,3
RI,2021,Whoop,0.1205,0.0513,234.375,292.969,328.125,351.562,457.031,58.594,222.656,328.125,-94.66,-61.76,4.404,40.003,25.18,0,1
RI,2021,Whoop,0.1143,0.0599,175.781,222.656,246.094,281.25,609.375,58.594,433.594,234.375,-95.04,-61.74,4.42,37.999,22.45,0,2
RI,2021,Whoop,0.0995,0.0599,164.062,199.219,210.938,246.094,304.688,46.875,140.625,210.938,-100.08,-67.19,3.893,20.401,23.43,0,1
RI,2021,Whoop,0.0682,0.0513,175.781,234.375,281.25,363.281,445.312,128.906,269.531,281.25,-101.89,-73.41,4.795,17.155,22.94,0,6
RI,2021,Whoop,0.092,0.0684,199.219,234.375,281.25,375,433.594,140.625,234.375,246.094,-100.79,-70.44,4.614,19.504,23.41,0,6
RI,2021,Whoop,0.1085,0.0684,210.938,257.812,363.281,421.875,503.906,164.062,292.969,246.094,-98.2,-68.12,4.881,26.132,22.65,0,6
RI,2021,Whoop,0.1351,0.0513,140.625,187.5,199.219,210.938,234.375,23.438,93.75,199.219,-90.78,-55.7,3.344,61.052,23,0,1
RI,2021,Whoop,0.2027,0.0941,128.906,164.062,187.5,210.938,316.406,46.875,187.5,175.781,-97.62,-62.61,3.941,27.196,23.21,0,1
RI,2021,Whoop,0.0882,0.0513,128.906,210.938,257.812,316.406,386.719,105.469,257.812,246.094,-100.01,-69.68,4.687,21.642,22.81,0,3
RI,2021,Whoop,0.1235,0.0599,210.938,246.094,269.531,351.562,433.594,105.469,222.656,246.094,-99.72,-67.23,4.491,22.095,24.23,0,3
RI,2021,Whoop,0.1588,0.0941,222.656,292.969,339.844,433.594,574.219,140.625,351.562,316.406,-91.97,-61.96,5.049,52.068,20.05,0,3
RI,2021,Whoop,0.1095,0.0513,257.812,316.406,398.438,445.312,539.062,128.906,281.25,421.875,-93.65,-63.68,4.882,43.919,21.12,0,3
RI,2021,Whoop,0.1361,0.077,210.938,281.25,351.562,398.438,562.5,117.188,351.562,375,-90.12,-59.37,4.914,65.611,18.83,0,7
RI,2021,Whoop,0.11,0.0684,199.219,234.375,281.25,363.281,492.188,128.906,292.969,246.094,-102.65,-71.03,4.685,15.921,24.93,0,6
